created_at,entry_id,field1,field2,field3,field4,field5,latitude,longitude,elevation,status
2020-10-06 18:38:58 +07,1612,31.00,1008.00,80.10,11.16,"100.00



",,,,
2020-10-06 18:44:01 +07,1613,31.00,1008.00,80.10,11.16,"100.00



",,,,
2020-10-06 19:44:35 +07,1614,31.20,1008.00,79.10,1.80,"100.00



",,,,
2020-10-06 20:09:49 +07,1615,31.20,1009.00,79.00,9.36,"94.00



",,,,
2020-10-06 20:24:57 +07,1616,31.20,1009.00,78.70,9.36,"94.00



",,,,
2020-10-06 20:55:14 +07,1617,31.30,1009.00,78.60,1.80,"88.00



",,,,
2020-10-06 21:50:45 +07,1618,31.10,1009.00,79.50,1.80,"94.00



",,,,
2020-10-06 21:55:48 +07,1619,31.10,1009.00,79.40,17.21,"94.00



",,,,
2020-10-06 22:00:51 +07,1620,31.20,1009.00,79.10,17.21,"94.00



",,,,
2020-10-06 22:26:06 +07,1621,31.20,1009.00,78.60,17.21,"94.00



",,,,
2020-10-06 22:36:11 +07,1622,31.10,1009.00,79.20,14.76,"100.00



",,,,
2020-10-06 23:06:28 +07,1623,31.10,1009.00,79.60,16.56,"94.00



",,,,
2020-10-06 23:36:45 +07,1624,30.90,1009.00,79.00,14.76,"88.00



",,,,
2020-10-06 23:41:48 +07,1625,31.00,1009.00,79.50,14.76,"88.00



",,,,
2020-10-06 23:51:54 +07,1626,31.00,1009.00,79.50,14.76,"88.00



",,,,
2020-10-06 23:56:57 +07,1627,31.00,1009.00,79.50,20.52,"94.00



",,,,
2020-10-07 00:07:02 +07,1628,31.00,1009.00,79.40,20.52,"94.00



",,,,
2020-10-07 00:32:16 +07,1629,31.00,1009.00,79.10,20.52,"94.00



",,,,
2020-10-07 00:37:19 +07,1630,31.20,1008.00,78.30,12.96,"88.00



",,,,
2020-10-07 00:42:22 +07,1631,31.10,1008.00,77.70,12.96,"88.00



",,,,
2020-10-07 01:07:36 +07,1632,31.10,1007.00,76.10,5.40,"94.00



",,,,
2020-10-07 01:27:47 +07,1633,30.80,1007.00,76.50,3.60,"100.00



",,,,
2020-10-07 01:42:55 +07,1634,30.80,1007.00,76.50,3.60,"100.00



",,,,
2020-10-07 01:47:58 +07,1635,30.80,1007.00,76.50,3.60,"100.00



",,,,
2020-10-07 01:53:01 +07,1636,30.70,1007.00,76.70,3.60,"100.00



",,,,
2020-10-07 01:58:04 +07,1637,30.60,1007.00,76.80,14.76,"94.00



",,,,
2020-10-07 02:13:12 +07,1638,30.60,1007.00,77.00,14.76,"94.00



",,,,
2020-10-07 02:53:35 +07,1639,30.70,1007.00,75.40,3.60,"94.00



",,,,
2020-10-07 02:58:38 +07,1640,30.60,1008.00,75.30,5.40,"94.00



",,,,
2020-10-07 03:03:40 +07,1641,30.50,1008.00,75.60,5.40,"94.00



",,,,
2020-10-07 03:18:49 +07,1642,30.50,1008.00,76.00,5.40,"94.00



",,,,
2020-10-07 03:28:55 +07,1643,31.10,1008.00,77.20,5.40,"94.00



",,,,
2020-10-07 03:33:58 +07,1644,30.50,1008.00,76.60,5.40,"94.00



",,,,
2020-10-07 03:39:01 +07,1645,30.60,1008.00,76.40,5.40,"94.00



",,,,
2020-10-07 04:09:18 +07,1646,30.40,1007.00,76.50,5.40,"100.00



",,,,
2020-10-07 04:24:26 +07,1647,30.20,1007.00,76.20,5.40,"100.00



",,,,
2020-10-07 04:44:37 +07,1648,30.10,1007.00,76.00,5.40,"100.00



",,,,
2020-10-07 05:09:51 +07,1649,30.20,1008.00,75.60,5.40,"100.00



",,,,
2020-10-07 05:50:13 +07,1650,30.00,1008.00,75.70,7.56,"100.00



",,,,
2020-10-07 06:00:19 +07,1651,30.10,1008.00,76.00,11.16,"100.00



",,,,
2020-10-07 06:30:36 +07,1652,30.10,1008.00,75.60,7.56,"94.00



",,,,
2020-10-07 06:35:39 +07,1653,30.10,1008.00,75.60,7.56,"94.00



",,,,
2020-10-07 06:45:44 +07,1654,29.90,1008.00,75.50,7.56,"94.00



",,,,
2020-10-07 06:50:47 +07,1655,30.00,1008.00,76.00,7.56,"94.00



",,,,
2020-10-07 06:55:50 +07,1656,30.00,1008.00,76.20,7.56,"94.00



",,,,
2020-10-07 07:00:53 +07,1657,29.90,1008.00,75.50,9.36,"100.00



",,,,
2020-10-07 07:16:01 +07,1658,30.00,1008.00,75.90,9.36,"100.00



",,,,
2020-10-07 07:41:15 +07,1659,30.10,1008.00,75.70,7.56,"100.00



",,,,
2020-10-07 07:56:24 +07,1660,30.20,1009.00,77.20,3.60,"94.00



",,,,
2020-10-07 08:01:26 +07,1661,30.20,1009.00,78.00,3.60,"94.00



",,,,
2020-10-07 08:21:38 +07,1662,30.30,1009.00,80.10,3.60,"94.00



",,,,
2020-10-07 08:31:43 +07,1663,30.40,1009.00,80.70,1.80,"94.00



",,,,
2020-10-07 08:51:55 +07,1664,30.40,1009.00,78.90,1.80,"94.00



",,,,
2020-10-07 09:07:03 +07,1665,31.00,1009.00,79.00,22.32,"94.00



",,,,
2020-10-07 09:12:06 +07,1666,31.10,1009.00,79.30,22.32,"94.00



",,,,
2020-10-07 09:22:12 +07,1667,31.00,1009.00,79.20,22.32,"94.00



",,,,
2020-10-07 09:27:15 +07,1668,31.10,1009.00,78.70,22.32,"94.00



",,,,
2020-10-07 09:32:17 +07,1669,31.00,1009.00,78.80,11.16,"100.00



",,,,
2020-10-07 09:42:23 +07,1670,30.80,1009.00,79.30,11.16,"100.00



",,,,
2020-10-07 10:12:40 +07,1671,30.80,1009.00,80.10,7.56,"88.00



",,,,
2020-10-07 10:37:54 +07,1672,30.80,1009.00,80.70,9.36,"88.00



",,,,
2020-10-07 10:53:03 +07,1673,30.80,1009.00,81.20,1.80,"100.00



",,,,
2020-10-07 11:18:17 +07,1674,30.70,1009.00,81.50,1.80,"100.00



",,,,
2020-10-07 11:43:31 +07,1675,30.60,1009.00,82.00,5.40,"94.00



",,,,
2020-10-07 11:48:34 +07,1676,30.70,1009.00,82.10,5.40,"94.00



",,,,
2020-10-07 12:28:57 +07,1677,30.60,1007.00,83.10,5.40,"94.00



",,,,
2020-10-07 12:49:08 +07,1678,30.30,1007.00,82.10,5.40,"94.00



",,,,
2020-10-07 13:29:30 +07,1679,30.80,1007.00,81.30,14.76,"83.00



",,,,
2020-10-07 13:54:45 +07,1680,30.80,1006.00,81.70,18.36,"83.00



",,,,
2020-10-07 13:59:48 +07,1681,30.70,1006.00,81.70,18.36,"83.00



",,,,
2020-10-07 14:04:51 +07,1682,30.70,1006.00,81.70,18.36,"83.00



",,,,
2020-10-07 14:09:54 +07,1683,30.70,1006.00,81.60,18.36,"83.00



",,,,
2020-10-07 14:20:00 +07,1684,30.50,1006.00,81.60,18.36,"83.00



",,,,
2020-10-07 14:30:06 +07,1685,30.50,1006.00,81.60,18.36,"83.00



",,,,
2020-10-07 14:40:11 +07,1686,30.60,1006.00,81.80,20.52,"83.00



",,,,
2020-10-07 14:50:17 +07,1687,30.60,1006.00,81.70,20.52,"83.00



",,,,
2020-10-07 15:05:26 +07,1688,30.50,1005.00,81.60,18.36,"83.00



",,,,
2020-10-07 15:15:32 +07,1689,30.50,1005.00,81.70,18.36,"83.00



",,,,
2020-10-07 15:20:35 +07,1690,30.60,1005.00,81.90,18.36,"83.00



",,,,
2020-10-07 15:25:38 +07,1691,30.70,1005.00,81.70,18.36,"83.00



",,,,
2020-10-07 15:35:44 +07,1692,30.70,1005.00,81.90,20.52,"83.00



",,,,
2020-10-07 15:40:47 +07,1693,30.60,1005.00,82.00,20.52,"83.00



",,,,
2020-10-07 16:06:01 +07,1694,30.50,1005.00,82.90,20.52,"83.00



",,,,
2020-10-07 16:11:04 +07,1695,30.50,1005.00,82.80,20.52,"83.00



",,,,
2020-10-07 16:36:18 +07,1696,30.60,1004.00,83.40,22.32,"83.00



",,,,
2020-10-07 17:16:40 +07,1697,30.60,1005.00,83.90,24.12,"83.00



",,,,
2020-10-07 17:46:57 +07,1698,31.00,1004.00,83.60,24.12,"83.00



",,,,
2020-10-07 17:52:00 +07,1699,31.90,1004.00,81.20,24.12,"83.00



",,,,
2020-10-07 17:57:03 +07,1700,31.80,1005.00,80.40,24.12,"94.00



",,,,
2020-10-07 18:02:06 +07,1701,31.50,1005.00,81.30,24.12,"94.00



",,,,
2020-10-07 18:07:09 +07,1702,31.30,1005.00,81.90,24.12,"94.00



",,,,
2020-10-07 18:17:15 +07,1703,31.00,1005.00,82.90,24.12,"94.00



",,,,
2020-10-07 18:37:26 +07,1704,30.80,1005.00,82.80,18.36,"83.00



",,,,
2020-10-07 18:42:29 +07,1705,31.00,1005.00,83.10,18.36,"83.00



",,,,
2020-10-07 18:57:37 +07,1706,30.80,1006.00,83.40,24.12,"88.00



",,,,
2020-10-07 19:07:43 +07,1707,30.70,1006.00,83.80,24.12,"88.00



",,,,
2020-10-07 19:17:49 +07,1708,30.80,1006.00,84.00,24.12,"88.00



",,,,
2020-10-07 20:13:20 +07,1709,30.70,1006.00,84.20,18.36,"88.00



",,,,
2020-10-07 20:23:25 +07,1710,30.80,1006.00,84.00,18.36,"88.00



",,,,
2020-10-07 20:38:34 +07,1711,30.80,1006.00,83.80,16.56,"83.00



",,,,
2020-10-07 20:48:39 +07,1712,30.80,1006.00,83.00,16.56,"83.00



",,,,
2020-10-07 21:08:51 +07,1713,30.60,1008.00,83.70,33.48,"94.00



",,,,
2020-10-07 21:13:53 +07,1714,30.60,1008.00,83.70,33.48,"94.00



",,,,
2020-10-07 21:29:02 +07,1715,30.80,1008.00,83.40,16.56,"94.00



",,,,
2020-10-07 21:39:07 +07,1716,30.70,1008.00,83.40,16.56,"94.00



",,,,
2020-10-07 21:49:13 +07,1717,30.60,1008.00,83.90,16.56,"94.00



",,,,
2020-10-07 21:54:16 +07,1718,30.50,1008.00,84.00,16.56,"94.00



",,,,
2020-10-07 21:59:19 +07,1719,30.60,1007.00,83.90,18.36,"94.00



",,,,
2020-10-07 22:19:30 +07,1720,30.70,1007.00,83.60,18.36,"94.00



",,,,
2020-10-07 22:24:33 +07,1721,30.80,1007.00,83.30,18.36,"94.00



",,,,
2020-10-07 22:39:41 +07,1722,30.80,1007.00,83.10,20.52,"88.00



",,,,
2020-10-07 22:44:44 +07,1723,30.80,1007.00,82.80,20.52,"88.00



",,,,
2020-10-07 22:49:47 +07,1724,31.00,1007.00,82.50,20.52,"88.00



",,,,
2020-10-07 23:09:59 +07,1725,31.10,1007.00,81.90,18.36,"88.00



",,,,
2020-10-07 23:20:04 +07,1726,31.00,1007.00,82.20,18.36,"88.00



",,,,
2020-10-07 23:25:07 +07,1727,31.10,1007.00,82.00,18.36,"88.00



",,,,
2020-10-07 23:35:13 +07,1728,31.00,1007.00,82.20,20.52,"83.00



",,,,
2020-10-07 23:45:18 +07,1729,30.90,1007.00,82.50,20.52,"83.00



",,,,
2020-10-08 00:20:38 +07,1730,30.70,1006.00,83.40,22.32,"88.00



",,,,
2020-10-08 00:40:49 +07,1731,30.80,1006.00,83.10,20.52,"83.00



",,,,
2020-10-08 00:55:57 +07,1732,30.70,1006.00,83.80,25.92,"94.00



",,,,
2020-10-08 01:01:00 +07,1733,30.60,1006.00,84.20,25.92,"94.00



",,,,
2020-10-08 01:06:03 +07,1734,31.60,1006.00,84.80,25.92,"94.00



",,,,
2020-10-08 01:26:14 +07,1735,30.80,1006.00,83.50,25.92,"94.00



",,,,
2020-10-08 01:31:17 +07,1736,30.70,1006.00,83.60,25.92,"94.00



",,,,
2020-10-08 01:36:20 +07,1737,31.00,1006.00,83.20,18.36,"94.00



",,,,
2020-10-08 01:51:28 +07,1738,31.00,1006.00,82.60,18.36,"94.00



",,,,
2020-10-08 01:56:31 +07,1739,30.80,1006.00,82.90,29.52,"100.00



",,,,
2020-10-08 02:01:34 +07,1740,30.60,1006.00,83.40,29.52,"100.00



",,,,
2020-10-08 02:06:37 +07,1741,30.60,1006.00,83.50,29.52,"100.00



",,,,
2020-10-08 02:21:45 +07,1742,30.80,1006.00,83.00,29.52,"100.00



",,,,
2020-10-08 02:36:54 +07,1743,31.00,1006.00,82.50,16.56,"83.00



",,,,
2020-10-08 02:41:57 +07,1744,30.80,1006.00,82.20,16.56,"83.00



",,,,
2020-10-08 02:47:00 +07,1745,30.80,1006.00,81.90,16.56,"83.00



",,,,
2020-10-08 03:02:08 +07,1746,31.10,1006.00,81.60,12.96,"100.00



",,,,
2020-10-08 03:12:14 +07,1747,30.60,1006.00,82.30,12.96,"100.00



",,,,
2020-10-08 03:17:17 +07,1748,30.70,1006.00,82.40,12.96,"100.00



",,,,
2020-10-08 03:32:25 +07,1749,30.60,1006.00,82.80,20.52,"94.00



",,,,
2020-10-08 03:37:28 +07,1750,30.60,1006.00,82.50,20.52,"94.00



",,,,
2020-10-08 03:47:34 +07,1751,30.60,1006.00,82.50,20.52,"94.00



",,,,
2020-10-08 03:52:36 +07,1752,30.50,1006.00,82.80,20.52,"94.00



",,,,
2020-10-08 03:57:39 +07,1753,30.50,1006.00,83.00,14.76,"94.00



",,,,
2020-10-08 04:02:42 +07,1754,30.90,1006.00,81.70,14.76,"94.00



",,,,
2020-10-08 04:07:45 +07,1755,30.80,1006.00,82.10,14.76,"94.00



",,,,
2020-10-08 04:12:48 +07,1756,30.70,1006.00,82.50,14.76,"94.00



",,,,
2020-10-08 04:22:54 +07,1757,31.00,1006.00,81.90,14.76,"94.00



",,,,
2020-10-08 04:32:59 +07,1758,30.90,1006.00,81.90,5.40,"94.00



",,,,
2020-10-08 04:38:02 +07,1759,30.90,1006.00,81.70,5.40,"94.00



",,,,
2020-10-08 05:03:16 +07,1760,30.80,1007.00,80.90,25.92,"100.00



",,,,
2020-10-08 05:18:25 +07,1761,30.50,1007.00,82.30,25.92,"100.00



",,,,
2020-10-08 05:23:28 +07,1762,30.40,1007.00,82.80,25.92,"100.00



",,,,
2020-10-08 05:28:30 +07,1763,30.30,1007.00,83.00,12.96,"100.00



",,,,
2020-10-08 05:43:39 +07,1764,31.10,1007.00,80.90,12.96,"100.00



",,,,
2020-10-08 05:58:47 +07,1765,30.80,1007.00,81.00,7.56,"94.00



",,,,
2020-10-08 06:03:50 +07,1766,30.60,1007.00,81.80,7.56,"94.00



",,,,
2020-10-08 06:08:53 +07,1767,30.50,1007.00,82.30,7.56,"94.00



",,,,
2020-10-08 06:18:59 +07,1768,30.40,1007.00,82.80,7.56,"94.00



",,,,
2020-10-08 06:24:02 +07,1769,30.40,1007.00,83.10,7.56,"94.00



",,,,
2020-10-08 06:29:05 +07,1770,30.60,1007.00,82.50,3.60,"94.00



",,,,
2020-10-08 06:34:08 +07,1771,30.60,1007.00,82.50,3.60,"94.00



",,,,
2020-10-08 06:54:19 +07,1772,30.80,1007.00,81.60,3.60,"94.00



",,,,
2020-10-08 06:59:22 +07,1773,30.60,1008.00,82.40,31.72,"94.00



",,,,
2020-10-08 07:29:39 +07,1774,30.40,1008.00,83.50,5.40,"94.00



",,,,
2020-10-08 07:54:53 +07,1775,30.40,1008.00,84.00,5.40,"94.00



",,,,
2020-10-08 08:04:58 +07,1776,30.40,1009.00,84.10,9.36,"100.00



",,,,
2020-10-08 08:10:01 +07,1777,30.40,1009.00,84.00,9.36,"100.00



",,,,
2020-10-08 08:20:07 +07,1778,30.40,1009.00,84.00,9.36,"100.00



",,,,
2020-10-08 09:10:35 +07,1779,31.20,1009.00,82.00,11.16,"94.00



",,,,
2020-10-08 09:56:00 +07,1780,30.90,1010.00,82.30,3.60,"94.00



",,,,
2020-10-08 10:01:03 +07,1781,31.00,1010.00,82.60,7.56,"94.00



",,,,
2020-10-08 10:06:06 +07,1782,31.00,1010.00,82.70,7.56,"94.00



",,,,
2020-10-08 10:11:09 +07,1783,30.90,1010.00,82.10,7.56,"94.00



",,,,
2020-10-08 10:26:18 +07,1784,30.70,1010.00,83.10,7.56,"94.00



",,,,
2020-10-08 10:41:26 +07,1785,30.80,1010.00,83.10,3.60,"88.00



",,,,
2020-10-08 11:11:43 +07,1786,30.50,1009.00,82.90,3.60,"100.00



",,,,
2020-10-08 11:16:46 +07,1787,30.50,1009.00,83.00,3.60,"100.00



",,,,
2020-10-08 11:26:52 +07,1788,30.60,1009.00,83.00,3.60,"100.00



",,,,
2020-10-08 12:02:12 +07,1789,30.60,1009.00,83.50,7.56,"88.00



",,,,
2020-10-08 12:07:15 +07,1790,30.60,1009.00,83.60,7.56,"88.00



",,,,
2020-10-08 12:12:18 +07,1791,30.60,1009.00,83.70,7.56,"88.00



",,,,
2020-10-08 12:17:21 +07,1792,30.70,1009.00,83.70,7.56,"88.00



",,,,
2020-10-08 12:22:24 +07,1793,30.80,1009.00,83.30,7.56,"88.00



",,,,
2020-10-08 12:27:27 +07,1794,30.70,1009.00,83.40,7.56,"88.00



",,,,
2020-10-08 12:32:29 +07,1795,30.70,1009.00,83.60,5.40,"94.00



",,,,
2020-10-08 12:52:41 +07,1796,30.60,1008.00,83.90,7.56,"94.00



",,,,
2020-10-08 13:22:58 +07,1797,30.50,1008.00,83.80,7.56,"94.00



",,,,
2020-10-08 13:43:09 +07,1798,30.50,1008.00,83.70,7.56,"94.00



",,,,
2020-10-08 14:28:34 +07,1799,30.30,1008.00,84.30,11.16,"88.00



",,,,
2020-10-08 14:33:37 +07,1800,30.30,1008.00,84.10,7.56,"94.00



",,,,
2020-10-08 14:38:40 +07,1801,30.30,1008.00,84.00,7.56,"94.00



",,,,
2020-10-08 15:03:54 +07,1802,30.30,1008.00,83.90,5.40,"94.00



",,,,
2020-10-08 15:19:03 +07,1803,30.40,1008.00,83.90,5.40,"94.00



",,,,
2020-10-08 15:24:06 +07,1804,30.30,1008.00,83.70,5.40,"94.00



",,,,
2020-10-08 15:34:12 +07,1805,30.30,1008.00,83.80,5.40,"94.00



",,,,
2020-10-08 15:59:26 +07,1806,30.50,1008.00,84.00,11.16,"94.00



",,,,
2020-10-08 16:04:29 +07,1807,30.50,1008.00,83.70,11.16,"94.00



",,,,
2020-10-08 16:34:46 +07,1808,30.70,1008.00,82.80,3.60,"94.00



",,,,
2020-10-08 16:44:52 +07,1809,30.70,1008.00,82.70,3.60,"94.00



",,,,
2020-10-08 17:10:06 +07,1810,30.70,1008.00,82.30,3.60,"94.00



",,,,
2020-10-08 17:40:23 +07,1811,30.70,1008.00,82.10,3.60,"100.00



",,,,
2020-10-08 17:45:25 +07,1812,30.70,1008.00,82.20,3.60,"100.00



",,,,
2020-10-08 17:50:28 +07,1813,30.60,1008.00,82.30,3.60,"100.00



",,,,
2020-10-08 18:30:51 +07,1814,30.70,1008.00,82.20,3.60,"94.00



",,,,
2020-10-08 18:35:54 +07,1815,30.80,1008.00,81.80,1.80,"100.00



",,,,
2020-10-08 19:31:25 +07,1816,30.80,1009.00,81.90,29.48,"100.00



",,,,
2020-10-08 19:41:30 +07,1817,30.80,1009.00,81.90,15.34,"100.00



",,,,
2020-10-08 23:08:26 +07,1818,30.70,1010.00,81.60,5.40,"94.00



",,,,
2020-10-09 00:08:59 +07,1819,30.80,1009.00,81.50,3.60,"94.00



",,,,
2020-10-09 00:24:08 +07,1820,30.70,1009.00,81.60,3.60,"94.00



",,,,
2020-10-09 00:29:11 +07,1821,30.70,1009.00,81.60,5.40,"94.00



",,,,
2020-10-09 01:14:36 +07,1822,30.50,1009.00,80.00,7.56,"94.00



",,,,
2020-10-09 01:19:39 +07,1823,30.70,1009.00,79.30,7.56,"94.00



",,,,
2020-10-09 01:29:44 +07,1824,30.20,1008.00,80.30,3.60,"94.00



",,,,
2020-10-09 02:20:12 +07,1825,30.20,1008.00,78.90,3.60,"94.00



",,,,
2020-10-09 02:25:15 +07,1826,30.10,1008.00,79.10,3.60,"94.00



",,,,
2020-10-09 02:30:18 +07,1827,29.90,1008.00,78.90,3.60,"100.00



",,,,
2020-10-09 02:35:21 +07,1828,29.70,1008.00,79.10,3.60,"100.00



",,,,
2020-10-09 03:25:48 +07,1829,29.90,1008.00,77.10,31.79,"100.00



",,,,
2020-10-09 03:30:51 +07,1830,29.70,1008.00,78.00,31.79,"94.00



",,,,
2020-10-09 04:16:16 +07,1831,30.60,1008.00,75.40,1.80,"94.00



",,,,
2020-10-09 04:21:19 +07,1832,30.90,1008.00,74.20,3.60,"94.00



",,,,
2020-10-09 04:26:22 +07,1833,30.80,1008.00,74.60,3.60,"94.00



",,,,
2020-10-09 05:16:50 +07,1834,30.10,1008.00,75.90,1.80,"94.00



",,,,
2020-10-09 05:37:01 +07,1835,29.60,1008.00,77.10,35.10,"94.00



",,,,
2020-10-09 05:52:09 +07,1836,29.40,1008.00,78.00,29.52,"94.00



",,,,
2020-10-09 05:57:12 +07,1837,29.40,1008.00,77.90,29.52,"94.00



",,,,
2020-10-09 06:27:29 +07,1838,29.50,1009.00,78.30,1.80,"94.00



",,,,
2020-10-09 06:32:32 +07,1839,29.60,1009.00,78.80,29.52,"94.00



",,,,
2020-10-09 06:47:40 +07,1840,30.00,1009.00,80.10,25.56,"94.00



",,,,
2020-10-09 07:23:00 +07,1841,29.60,1010.00,82.30,1.80,"94.00



",,,,
2020-10-09 07:28:03 +07,1842,29.50,1010.00,82.80,1.80,"94.00



",,,,
2020-10-09 08:18:30 +07,1843,30.00,1011.00,82.50,5.40,"94.00



",,,,
2020-10-09 08:33:39 +07,1844,29.80,1011.00,82.80,9.36,"94.00



",,,,
2020-10-09 08:53:50 +07,1845,30.40,1011.00,81.90,9.36,"94.00



",,,,
2020-10-09 09:29:09 +07,1846,29.70,1011.00,83.60,9.36,"94.00



",,,,
2020-10-09 09:49:21 +07,1847,29.90,1011.00,82.90,1.80,"100.00



",,,,
2020-10-09 09:54:24 +07,1848,29.90,1011.00,83.00,1.80,"100.00



",,,,
2020-10-09 09:59:27 +07,1849,29.80,1011.00,83.20,1.80,"100.00



",,,,
2020-10-09 10:09:32 +07,1850,28.80,1011.00,82.70,1.80,"100.00



",,,,
2020-10-09 10:19:38 +07,1851,29.80,1011.00,83.40,1.80,"100.00



",,,,
2020-10-09 10:24:41 +07,1852,29.80,1011.00,83.20,1.80,"100.00



",,,,
2020-10-09 11:40:23 +07,1853,30.00,1011.00,84.30,7.56,"94.00



",,,,
2020-10-09 12:00:35 +07,1854,29.80,1011.00,84.30,7.56,"94.00



",,,,
2020-10-09 12:20:46 +07,1855,30.00,1010.00,84.30,3.60,"94.00



",,,,
2020-10-09 12:51:03 +07,1856,29.60,1009.00,84.60,3.60,"100.00



",,,,
2020-10-09 13:11:14 +07,1857,29.70,1009.00,84.80,9.36,"94.00



",,,,
2020-10-09 13:26:23 +07,1858,29.80,1009.00,84.30,1.80,"94.00



",,,,
2020-10-09 14:06:45 +07,1859,30.00,1009.00,84.60,13.28,"94.00



",,,,
2020-10-09 14:11:49 +07,1860,30.00,1009.00,84.50,13.28,"94.00



",,,,
2020-10-09 14:47:08 +07,1861,29.80,1008.00,83.90,3.60,"94.00



",,,,
2020-10-09 14:57:14 +07,1862,29.80,1008.00,84.20,11.16,"94.00



",,,,
2020-10-09 15:52:48 +07,1863,29.50,1008.00,85.00,14.76,"94.00



",,,,
2020-10-09 16:58:25 +07,1864,29.80,1008.00,84.20,12.96,"100.00



",,,,
2020-10-09 17:03:28 +07,1865,29.90,1008.00,84.00,12.96,"100.00



",,,,
2020-10-09 17:08:31 +07,1866,30.10,1008.00,84.40,12.96,"100.00



",,,,
2020-10-09 17:13:34 +07,1867,29.90,1008.00,83.70,12.96,"100.00



",,,,
2020-10-09 17:28:42 +07,1868,29.90,1008.00,84.10,9.36,"88.00



",,,,
2020-10-09 17:43:51 +07,1869,30.30,1008.00,84.10,9.36,"88.00



",,,,
2020-10-09 18:04:02 +07,1870,30.20,1008.00,84.00,9.36,"88.00



",,,,
2020-10-09 18:14:08 +07,1871,30.40,1008.00,83.30,9.36,"88.00



",,,,
2020-10-09 18:19:11 +07,1872,30.30,1008.00,83.00,9.36,"88.00



",,,,
2020-10-09 18:24:14 +07,1873,30.30,1008.00,83.30,9.36,"88.00



",,,,
2020-10-09 18:44:25 +07,1874,30.20,1008.00,83.90,14.76,"83.00



",,,,
2020-10-09 18:49:28 +07,1875,30.20,1008.00,84.00,14.76,"83.00



",,,,
2020-10-09 19:19:45 +07,1876,30.10,1008.00,84.30,12.96,"88.00



",,,,
2020-10-09 19:34:54 +07,1877,30.00,1009.00,84.50,24.12,"100.00



",,,,
2020-10-09 20:00:08 +07,1878,30.10,1009.00,84.50,12.96,"100.00



",,,,
2020-10-09 21:25:56 +07,1879,29.90,1010.00,84.10,18.36,"100.00



",,,,
2020-10-09 21:36:02 +07,1880,29.90,1010.00,84.40,12.96,"94.00



",,,,
2020-10-09 21:41:04 +07,1881,29.80,1010.00,84.60,12.96,"94.00



",,,,
2020-10-09 21:51:10 +07,1882,29.90,1010.00,84.50,12.96,"94.00



",,,,
2020-10-09 22:31:33 +07,1883,29.60,1010.00,83.80,20.52,"88.00



",,,,
2020-10-09 22:46:41 +07,1884,29.60,1010.00,83.10,20.52,"88.00



",,,,
2020-10-09 22:56:47 +07,1885,29.40,1010.00,83.40,20.52,"88.00



",,,,
2020-10-09 23:01:50 +07,1886,29.50,1010.00,83.20,11.16,"100.00



",,,,
2020-10-09 23:06:53 +07,1887,29.50,1010.00,83.10,11.16,"100.00



",,,,
2020-10-09 23:11:56 +07,1888,29.60,1010.00,82.80,11.16,"100.00



",,,,
2020-10-09 23:22:02 +07,1889,29.50,1010.00,83.20,11.16,"100.00



",,,,
2020-10-09 23:27:05 +07,1890,29.50,1010.00,83.20,11.16,"100.00



",,,,
2020-10-09 23:32:07 +07,1891,29.60,1009.00,82.50,11.16,"94.00



",,,,
2020-10-09 23:47:16 +07,1892,29.50,1009.00,82.90,11.16,"94.00



",,,,
2020-10-09 23:52:19 +07,1893,29.40,1009.00,83.10,11.16,"94.00



",,,,
2020-10-09 23:57:22 +07,1894,29.30,1009.00,83.10,11.16,"94.00



",,,,
2020-10-10 00:07:27 +07,1895,29.20,1009.00,83.00,25.92,"94.00



",,,,
2020-10-10 00:17:33 +07,1896,29.40,1009.00,83.00,25.92,"94.00



",,,,
2020-10-10 00:37:44 +07,1897,29.20,1009.00,83.10,20.52,"100.00



",,,,
2020-10-10 00:42:47 +07,1898,29.30,1009.00,82.90,20.52,"100.00



",,,,
2020-10-10 00:47:50 +07,1899,29.20,1009.00,83.10,20.52,"100.00



",,,,
2020-10-10 00:52:53 +07,1900,29.30,1009.00,82.90,18.36,"94.00



",,,,
2020-10-10 00:57:56 +07,1901,29.40,1009.00,82.30,18.36,"94.00



",,,,
2020-10-10 01:08:02 +07,1902,29.30,1009.00,81.90,18.36,"94.00



",,,,
2020-10-10 01:18:07 +07,1903,29.40,1009.00,81.50,18.36,"94.00



",,,,
2020-10-10 01:23:10 +07,1904,29.40,1008.00,81.30,20.52,"88.00



",,,,
2020-10-10 01:33:16 +07,1905,29.30,1008.00,81.80,20.52,"88.00



",,,,
2020-10-10 01:38:19 +07,1906,29.30,1008.00,81.80,20.52,"88.00



",,,,
2020-10-10 01:43:22 +07,1907,29.20,1008.00,82.00,20.52,"88.00



",,,,
2020-10-10 01:48:25 +07,1908,29.30,1008.00,81.70,20.52,"88.00



",,,,
2020-10-10 01:53:28 +07,1909,29.20,1008.00,81.70,12.96,"83.00



",,,,
2020-10-10 02:03:33 +07,1910,29.20,1008.00,81.70,12.96,"83.00



",,,,
2020-10-10 02:08:36 +07,1911,29.30,1008.00,81.20,12.96,"83.00



",,,,
2020-10-10 02:13:39 +07,1912,29.40,1008.00,81.00,12.96,"83.00



",,,,
2020-10-10 02:18:42 +07,1913,29.60,1008.00,80.40,12.96,"83.00



",,,,
2020-10-10 02:28:48 +07,1914,29.20,1008.00,81.00,12.96,"83.00



",,,,
